sample_id,ARBF,type,day,sample_id_old,month_date,sample_date,sampling_week,AR_num,AR,phase,replicate,sampling_event,water_use,extr_date,qubit_clean,qubit_nguL,sterivex_date,sterivex_filtered_vol,bf_total_homog_vol,shear_rpm,pH,conductivity,DO,temp,cl_total,cl_free,FCM_vol,TCC1,TCC2,TCC3,ICC1,ICC2,ICC3,FCM_dilution,ICC_avg,TCC_avg,ICC_cells.mL,TCC_cells.mL,bf_fcm_dilution,bf_TCC1,bf_TCC2,bf_TCC3,bf_ICC1,bf_ICC2,bf_ICC3,bf_TCC_avg,bf_ICCavg (cells/mL),ATPt1,ATPt2,ATPt3,bf_ATPt_avg_nmol.cm2,ATPt_std_RLU,ATPt_avg_RLU,ATPt_avg_nM,ATPe1,ATPe2,ATPe3,ATPe_avg_RLU,bf_ATPe_avg_nmol.cm2,bf_ATPi_avg_nmol.cm2,ATPe_avg_nM,ATPi_avg_nM,flow_rate_mL.min,residence_time_h,length.cm,8/27/2019,9/30/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tapres_141,AR,tapres,141.00,tapres_tapres_24,Feb2020,2/18/2020,21,tapres,tapres,1,A,24,"3,476",,,,,,,,8.74,,,22.5,1.7,0.07,50,1.93E+02,2.14E+02,1.55E+02,2.27E+02,1.52E+02,8.20E+01,1.00,1.54E+02,1.87E+02,,,,,,,,,,,,4367,3728,3659,,9.96357577,3918,0.000636619,3318,3142,3227,3229,,,0.000513622,0.000122997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR1_148,AR,AR,148.00,AR_1_25,Feb2020,2/25/2020,22,1,AR1,1,A,25,"3,476",,,,,,,50,7.68,,,22.1,1.31,0.21,50,5.29E+02,5.26E+02,5.81E+02,2.56E+02,3.30E+02,3.17E+02,1.00,3.01E+02,5.45E+02,,,,,,,,,,,,10226,9745,9574,,3.432658583,9848.333333,0.001770967,8427,8294,8493,8404.666667,,,0.001485236,0.000285731,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR2_148,AR,AR,148.00,AR_2_25,Feb2020,2/25/2020,22,2,AR2,1,A,25,"3,476",,,,,,,50,7.21,,,22.4,0.05,0,50,3.98E+03,4.17E+03,3.85E+03,2.43E+03,2.63E+03,2.37E+03,1.00,2.47E+03,4.00E+03,,,,,,,,,,,,87044,94287,100150,,6.997024088,93827,0.021620296,9867,10062,9997,9975.333333,,,0.001796334,0.019823962,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR3_148,AR,AR,148.00,AR_3_25,Feb2020,2/25/2020,22,3,AR3,1,A,25,"3,476",,,,,,,50,8.05,,,22.3,1.25,0.08,50,9.94E+02,1.17E+03,9.70E+02,5.13E+02,4.97E+02,4.90E+02,1.00,5.00E+02,1.04E+03,,,,,,,,,,,,11310,10990,11417,,1.976847199,11239,0.002050621,10731,10585,16470,12595.33333,,,0.002327076,-0.000276454,2.074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR4_148,AR,AR,148.00,AR_4_25,Feb2020,2/25/2020,22,4,AR4,1,A,25,"3,476",,,,,,,50,7.88,,,22.1,1.58,0.13,50,4.04E+02,3.96E+02,3.98E+02,2.72E+02,1.82E+02,1.58E+02,1.00,2.04E+02,3.99E+02,,,,,,,,,,,,12525,12684,12273,,1.658766051,12494,0.002306303,11792,11270,12938,12000,,,0.002205306,0.000100997,2.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR5_148,AR,AR,148.00,AR_5_25,Feb2020,2/25/2020,22,5,AR5,1,A,25,"3,476",,,,,,,50,7.97,,,22,0.88,0.05,50,7.37E+02,7.20E+02,7.07E+02,4.01E+02,3.72E+02,3.24E+02,1.00,3.66E+02,7.21E+02,,,,,,,,,,,,30276,30539,30646,,0.624535723,30487,0.006207905,20931,20949,20777,20885.66667,,,0.004079523,0.002128382,2.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tap_148,AR,tap,148.00,tap_tap_25,Feb2020,2/25/2020,22,tap,tap,1,A,25,"3,476",,,,,,,,8.97,,,22.7,2.04,0.11,50,2.10E+03,1.93E+03,2.08E+03,5.10E+01,8.40E+01,6.40E+01,1.00,6.63E+01,2.04E+03,,,,,,,,,,,,7482,7489,6970,,4.069704791,7313.666667,0.001272822,8146,7631,8257,8011.333333,,,0.001408283,-0.000135461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tapres_148,AR,tapres,148.00,tapres_tapres_25,Feb2020,2/25/2020,22,tapres,tapres,1,A,25,"3,476",,,,,,,,9.03,,,22.5,1.98,0.08,50,1.89E+02,1.76E+02,1.75E+02,2.16E+02,9.20E+01,6.30E+01,1.00,1.24E+02,1.80E+02,,,,,,,,,,,,8323,8158,8117,,1.329898427,8199.333333,0.001445014,7634,7140,7062,7278.666667,,,0.001266063,0.000178951,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR3_149,AR,AR,149.00,AR_3_25,Feb2020,2/26/2020,22,3,AR3,1,A,25,"3,476",,,,,,,50,,,,,,,50,3.20E+03,3.12E+03,3.22E+03,1.21E+03,1.23E+03,1.14E+03,1.00,1.19E+03,3.18E+03,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR1_155,AR,AR,155.00,AR_1_26,Mar2020,3/3/2020,23,1,AR1,1,A,26,"2,807",,,,,,,50,7.7,,,22.5,1.02,0.04,50,7.21E+02,6.85E+02,6.80E+02,3.49E+02,3.33E+02,3.03E+02,1.00,3.28E+02,6.95E+02,,,,,,,,,,,,9468,13044,9362,,19.7264952,10624.66667,0.001926583,8810,7895,8322,8342.333333,,,0.001473014,0.000453569,2.302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR2_155,AR,AR,155.00,AR_2_26,Mar2020,3/3/2020,23,2,AR2,1,A,26,"2,807",,,,,,,50,7.29,,,22.5,0.4,0.01,50,2.65E+03,2.78E+03,2.85E+03,1.80E+03,1.69E+03,1.74E+03,1.00,1.74E+03,2.76E+03,,,,,,,,,,,,68654,60362,67140,,6.75335818,65385.33333,0.014479745,10894,10502,10387,10594.33333,,,0.001920479,0.012559267,2.389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR3_155,AR,AR,155.00,AR_3_26,Mar2020,3/3/2020,23,3,AR3,1,A,26,"2,807",,,,,,,50,8.02,,,22.3,1.12,0.08,50,8.40E+02,8.77E+02,8.18E+02,4.53E+02,4.20E+02,4.21E+02,1.00,4.31E+02,8.45E+02,,,,,,,,,,,,11780,16034,11570,,19.18692311,13128,0.002436566,9192,9220,11819,10077,,,0.001816667,0.000619898,2.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR4_155,AR,AR,155.00,AR_4_26,Mar2020,3/3/2020,23,4,AR4,1,A,26,"2,807",,,,,,,50,8.12,,,22.3,1.21,0.08,50,5.30E+02,5.58E+02,5.25E+02,2.27E+02,2.09E+02,2.38E+02,1.00,2.25E+02,5.38E+02,,,,,,,,,,,,43224,40569,,,4.480967394,41896.5,0.008834766,35150,34419,34200,34589.66667,,,0.007141809,0.001692957,2.971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR5_155,AR,AR,155.00,AR_5_26,Mar2020,3/3/2020,23,5,AR5,1,A,26,"2,807",,,,,,,50,7.36,,,22.2,0.44,0.02,50,1.32E+03,1.42E+03,1.41E+03,8.45E+02,7.37E+02,8.45E+02,1.00,8.09E+02,1.38E+03,,,,,,,,,,,,46889,52417,45155,,7.876003597,48153.66667,0.010310894,18373,18230,17897,18166.66667,,,0.003494405,0.006816489,2.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tap_155,AR,tap,155.00,tap_tap_26,Mar2020,3/3/2020,23,tap,tap,1,A,26,"2,807",,,,,,,,8.85,,,23.3,1.82,0.05,50,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tapres_155,AR,tapres,155.00,tapres_tapres_26,Mar2020,3/3/2020,23,tapres,tapres,1,A,26,"2,807",,,,,,,,8.37,,,22.8,1.65,0.08,50,2.00E+02,2.31E+02,2.16E+02,3.80E+01,3.40E+01,3.90E+01,1.00,3.70E+01,2.16E+02,,,,,,,,,,,,3942,4211,4060,,3.312133101,4071,0.000664272,3642,5463,3713,4272.666667,,,0.000700896,-3.66241E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR1_162,AR,AR,162.00,AR_1_27,Mar2020,3/10/2020,24,1,AR1,1,A,27,"2,807",6/25/2021,0.46,0.46,3/11/2020,3.00,,50,8.26,,,23,1.21,0.1,50,4.38E+02,4.19E+02,4.13E+02,2.32E+02,2.22E+02,2.03E+02,1.00,2.19E+02,4.23E+02,,,,,,,,,,,,11198,9543,9645,,9.15691197,10128.66667,0.001827009,9311,9058,10251,9540,,,0.001709529,0.00011748,2.071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR2_162,AR,AR,162.00,AR_2_27,Mar2020,3/10/2020,24,2,AR2,1,A,27,"2,807",6/25/2021,0.87,0.87,3/11/2020,3.00,,50,7.66,,,22.7,0.57,0.05,50,2.43E+03,2.29E+03,2.31E+03,1.00E+03,1.01E+03,9.43E+02,1.00,9.87E+02,2.34E+03,,,,,,,,,,,,47148,52888,49438,,5.799274896,49824.66667,0.010708806,11835,11269,11236,11446.66667,,,0.002092722,0.008616084,2.084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR3_162,AR,AR,162.00,AR_3_27,Mar2020,3/10/2020,24,3,AR3,1,A,27,"2,807",6/25/2021,0.31,0.31,3/11/2020,3.00,,50,8.2,,,22.8,1.24,0.06,50,6.48E+02,6.35E+02,6.13E+02,3.09E+02,3.56E+02,3.35E+02,1.00,3.33E+02,6.32E+02,,,,,,,,,,,,27139,24251,26075,,5.656379956,25821.66667,0.00516274,25544,24639,24205,24796,,,0.004935616,0.000227125,2.186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR4_162,AR,AR,162.00,AR_4_27,Mar2020,3/10/2020,24,4,AR4,1,A,27,"2,807",6/25/2021,0.21,0.21,3/11/2020,3.00,,50,8.3,,,22.7,1.37,0.04,50,2.96E+02,3.15E+02,3.37E+02,1.41E+02,1.08E+02,1.13E+02,1.00,1.21E+02,3.16E+02,,,,,,,,,,,,42370,41491,41515,,1.198091742,41792,0.008810309,41386,40015,39918,40439.66667,,,0.008494428,0.000315881,2.304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR5_162,AR,AR,162.00,AR_5_27,Mar2020,3/10/2020,24,5,AR5,1,A,27,"2,807",6/25/2021,0.68,0.68,3/11/2020,3.00,,50,7.03,,,22.1,0.37,0.04,50,2.09E+03,1.68E+03,1.70E+03,1.25E+03,1.27E+03,1.40E+03,1.00,1.30E+03,1.82E+03,,,,,,,,,,,,149936,135377,148300,,5.517890405,144537.6667,0.034926631,24593,24421,24537,24517,,,0.004874011,0.030052621,2.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tap _162,AR,tap,162.00,tap_tap _27,Mar2020,3/10/2020,24,tap ,tap ,1,A,27,"2,807",,,,,,,,8.77,,,22.7,1.73,0.07,50,3.27E+02,3.97E+02,3.94E+02,8.00E+01,6.60E+01,7.20E+01,1.00,7.27E+01,3.73E+02,,,,,,,,,,,,6002,6452,5859,,5.06953574,6104.333333,0.001041445,,5025,5013,5019,,,0.000838036,0.000203408,123.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tapres_162,AR,tapres,162.00,tapres_tapres_27,Mar2020,3/10/2020,24,tapres,tapres,1,A,27,"2,807",6/25/2021,0.07,0.07,3/11/2020,10.00,,,9.04,,,22.7,1.75,0.07,50,1.31E+02,1.31E+02,1.45E+02,8.80E+01,9.10E+01,7.30E+01,1.00,8.40E+01,1.36E+02,,,,,,,,,,,,5550,5887,5377,,4.627528362,5604.666667,0.000947257,5466,5158,5204,5276,,,0.000885801,6.14566E-05,138.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR3_163,AR,AR,163.00,AR_3_27,Mar2020,3/11/2020,24,3,AR3,1,A,27,"2,807",,,,,,,50,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,1.916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR4_163,AR,AR,163.00,AR_4_27,Mar2020,3/11/2020,24,4,AR4,1,A,27,"2,807",,,,,,,50,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR5_163,AR,AR,163.00,AR_5_27,Mar2020,3/11/2020,24,5,AR5,1,A,27,"2,807",,,,,,,50,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,2.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR1_176,AR,AR,176.00,AR_1_28,Mar2020,3/24/2020,26,1,AR1,2,A,28,"2,807",,,,,,,50,7.94,,,22.1,0.31,0.11,50,1.75E+03,1.84E+03,1.82E+03,1.05E+03,1.01E+03,1.03E+03,1.00,1.03E+03,1.80E+03,,,,,,,,,,,,16019,15929,12810,,12.24780219,14919.33333,0.002808275,6527,7090,8742,7453,,,0.001299766,0.001508508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR2_176,AR,AR,176.00,AR_2_28,Mar2020,3/24/2020,26,2,AR2,2,A,28,"2,807",,,,,,,50,7.58,,,22.5,0.1,0.04,50,4.45E+03,4.64E+03,4.51E+03,2.34E+03,2.36E+03,2.37E+03,1.00,2.36E+03,4.54E+03,,,,,,,,,,,,126072,141812,138689,,6.149125134,135524.3333,0.032517484,42530,63001,52926,52819,,,0.01142549,0.021091993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR3_176,AR,AR,176.00,AR_3_28,Mar2020,3/24/2020,26,3,AR3,2,A,28,"2,807",,,,,,,50,7.92,,,22.4,0.3,0.15,50,1.64E+03,1.84E+03,1.70E+03,8.76E+02,9.54E+02,9.22E+02,1.00,9.17E+02,1.73E+03,,,,,,,,,,,,12199,17848,13533,,20.32594232,14526.66667,0.002726352,7280,7296,12330,8968.666667,,,0.001596268,0.001130085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR4_176,AR,AR,176.00,AR_4_28,Mar2020,3/24/2020,26,4,AR4,2,A,28,"2,807",,,,,,,50,7.91,,,22.2,0.29,0.02,50,1.35E+03,1.40E+03,1.45E+03,7.17E+02,6.76E+02,6.42E+02,1.00,6.78E+02,1.40E+03,,,,,,,,,,,,9862,12642,14754,,19.75620924,12419.33333,0.002291009,7085,8111,14135,9777,,,0.001756734,0.000534275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR5_176,AR,AR,176.00,AR_5_28,Mar2020,3/24/2020,26,5,AR5,2,A,28,"2,807",,,,,,,50,7.67,,,22,0.15,0.03,50,2.50E+03,2.75E+03,2.63E+03,1.54E+03,1.57E+03,1.52E+03,1.00,1.54E+03,2.62E+03,,,,,,,,,,,,74669,66153,50670,,19.06117984,63830.66667,0.014098093,31561,30232,28431,30074.66667,,,0.006114778,0.007983315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
evian_176,AR,tap,176.00,tap_evian_28,Mar2020,3/24/2020,26,evian,evian,2,A,28,"2,807",,,,,,,,,,,,,,50,9.76E+03,9.89E+03,9.68E+03,7.87E+03,7.99E+03,7.63E+03,1.00,7.83E+03,9.78E+03,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tapres_176,AR,tapres,176.00,tapres_tapres_28,Mar2020,3/24/2020,26,tapres,tapres,2,A,28,"2,807",,,,,,,,8.77,,,22.7,0.75,0.36,50,4.73E+02,3.89E+02,4.54E+02,7.30E+01,1.22E+02,8.40E+01,1.00,9.30E+01,4.39E+02,,,,,,,,,,,,3735,3864,3877,,2.052122624,3825.333333,0.000619927,2323,2211,2051,2195,,,0.000334634,0.000285293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR1_193,AR,AR,193.00,AR_1_29,Apr2020,4/10/2020,28,1,AR1,2,A,29,535,,,,,,,50,7.93,,,22.3,0.46,0.12,50,1.19E+03,1.18E+03,1.23E+03,6.62E+02,6.63E+02,6.34E+02,1.00,6.53E+02,1.20E+03,,,,,,,,,,,,12219,10667,15858,,20.63161666,12914.66667,0.002392655,5813,5640,6351,5934.666667,,,0.001009364,0.001383291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR2_193,AR,AR,193.00,AR_2_29,Apr2020,4/10/2020,28,2,AR2,2,A,29,535,,,,,,,50,7.6,,,22.4,0.3,0.15,50,3.48E+03,3.45E+03,3.28E+03,1.75E+03,1.82E+03,1.70E+03,1.00,1.76E+03,3.40E+03,,,,,,,,,,,,53068,51381,50631,,2.414549615,51693.33333,0.011155527,8578,8639,8549,8588.666667,,,0.001521372,0.009634155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR3_193,AR,AR,193.00,AR_3_29,Apr2020,4/10/2020,28,3,AR3,2,A,29,535,,,,,,,50,7.68,,,22.4,0.39,0,50,1.82E+03,1.78E+03,1.78E+03,9.59E+02,9.37E+02,8.76E+02,1.00,9.24E+02,1.79E+03,,,,,,,,,,,,31246,29873,29336,,3.26688734,30151.66667,0.006132158,9553,9914,9752,9739.666667,,,0.00174929,0.004382868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR4_193,AR,AR,193.00,AR_4_29,Apr2020,4/10/2020,28,4,AR4,2,A,29,535,,,,,,,50,7.54,,,21.8,0.48,0.01,50,1.69E+03,1.73E+03,1.80E+03,1.14E+03,1.05E+03,1.04E+03,1.00,1.08E+03,1.74E+03,,,,,,,,,,,,44064,46736,53949,,10.59776034,48249.66667,0.010333714,11757,11716,11611,11694.66667,,,0.002143109,0.008190605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR5_193,AR,AR,193.00,AR_5_29,Apr2020,4/10/2020,28,5,AR5,2,A,29,535,,,,,,,50,7.58,,,21.9,0.26,0.02,50,2.33E+03,2.39E+03,2.32E+03,1.19E+03,1.10E+03,1.08E+03,1.00,1.12E+03,2.35E+03,,,,,,,,,,,,42813,38762,45610,,8.121435961,42395,0.008951524,12098,12275,11933,12102,,,0.002226123,0.006725401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
evian_193,AR,evian,193.00,evian_evian_29,Apr2020,4/10/2020,28,evian,evian,2,A,29,535,,,,,,,,,,,,,,50,7.56E+03,7.31E+03,7.66E+03,4.71E+03,4.54E+03,5.53E+03,1.00,4.92E+03,7.51E+03,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tap_193,AR,tap,193.00,AR_tap_29,Apr2020,4/10/2020,28,tap,tap,2,A,29,535,,,,,,,,,,,,1.41,0.04,50,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tapres_193,AR,tapres,193.00,tapres_tapres_29,Apr2020,4/10/2020,28,tapres,tapres,2,A,29,535,,,,,,,,8.85,,,22.3,1.4,1.03,50,1.81E+02,2.50E+02,1.95E+02,4.80E+01,4.50E+01,4.90E+01,1.00,4.73E+01,2.09E+02,,,,,,,,,,,,4223,4312,4418,,2.261022763,4317.666667,0.000709095,3939,3950,3877,3922,,,0.00063734,7.17547E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR1_203,AR,AR,203.00,AR_1_30,Apr2020,4/20/2020,29,1,AR1,2,A,30,535,,,,,,,50,7.65,74.55,8.46,22.2,0.02,0.03,50,14482,14237,13894,6848,8046,7798,1.00,7.56E+03,1.42E+04,,,,,,,,,,,,80379,65223,70388,,10.70187672,71996.66667,0.016113671,3903,3868,4146,3972.333333,,,0.000646425,0.015467246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR2_203,AR,AR,203.00,AR_2_30,Apr2020,4/20/2020,29,2,AR2,2,A,30,535,,,,,,,50,7.81,78.02,8.3,22,0.16,0.01,50,5136,5178,5124,2380,2364,2495,1.00,2.41E+03,5.15E+03,,,,,,,,,,,,103553,98714,99062,,2.687050054,100443,0.023318928,27673,26651,27289,27204.33333,,,0.005470487,0.017848441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR3_203,AR,AR,203.00,AR_3_30,Apr2020,4/20/2020,29,3,AR3,2,A,30,535,,,,,,,50,7.61,77.95,8.62,21.9,0.2,0.04,50,2892,2908,2932,1264,1215,1179,1.00,1.22E+03,2.91E+03,,,,,,,,,,,,50497,68818,58673,,15.46978022,59329.33333,0.012998908,23813,23378,23532,23574.33333,,,0.004666438,0.00833247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR4_203,AR,AR,203.00,AR_4_30,Apr2020,4/20/2020,29,4,AR4,2,A,30,535,,,,,,,50,7.93,81.6,8.46,21.9,0.21,0.13,50,3295,3105,3049,1351,1354,1288,1.00,1.33E+03,3.15E+03,,,,,,,,,,,,65344,75657,77664,,9.068940274,72888.33333,0.016335339,20746,20541,20447,20578,,,0.004012872,0.012322467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR5_203,AR,AR,203.00,AR_5_30,Apr2020,4/20/2020,29,5,AR5,2,A,30,535,,,,,,,50,7.78,77.93,8.64,21.9,0.14,0.04,50,4961,5261,5015,2071,1992,1980,1.00,2.01E+03,5.08E+03,,,,,,,,,,,,83357,94232,69505,,15.04690352,82364.66667,0.018708984,22073,22036,21698,21935.66667,,,0.004307796,0.014401187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BF1_203,BF,BF,203,bf_1_30,Apr2020,4/22/20,30,1,BF1,2,A,,,,,,,,70,,,,,,,,,1049,1125,1019,327,306,299,5,,,,,5,1049,1125,1019,327,306,299,148877.3971,4.35E+04,70755,74430,72242,1.13E-04,,,,62751,62505,62911,,9.65932E-05,1.6809E-05,,,,,10.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BF2_203,BF,BF,203,bf_2_30,Apr2020,4/22/20,30,2,BF2,2,A,,,,,,,,70,,,,,,,,,2392,2634,2354,468,424,419,5,,,,,5,2392,2634,2354,468,424,419,343971.5345,6.11E+04,205326,201915,198855,3.67E-04,,,,163402,161751,166129,,0.000290718,7.63238E-05,,,,,9.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BF3_203,BF,BF,203,bf_3_30,Apr2020,4/22/20,30,3,BF3,2,A,,,,,,,,70,,,,,,,,,1706,1824,1783,422,471,417,5,,,,,5,1706,1824,1783,422,471,417,247844.7765,6.10E+04,88640,85988,89836,1.40E-04,,,,66994,66419,66366,,0.000102821,3.75569E-05,,,,,10.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BF4_203,BF,BF,203,bf_4_30,Apr2020,4/22/20,30,4,BF4,2,A,,,,,,,,70,,,,,,,,,398,462,461,205,138,136,5,,,,,5,398,462,461,205,138,136,61499.27934,2.19E+04,84745,89061,88454,1.37E-04,,,,81653,81035,82785,,0.000127336,9.70153E-06,,,,,10.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BF5_203,BF,BF,203,bf_5_30,Apr2020,4/22/20,30,5,BF5,2,A,,,,,,,,70,,,,,,,,,1334,1360,1343,440,509,459,5,,,,,5,1334,1360,1343,440,509,459,188387.2989,6.56E+04,129354,140892,132799,2.23E-04,,,,91467,93140,93879,,0.000148222,7.51985E-05,,,,,10.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
evian_203,AR,evian,203.00,evian_evian_30,Apr2020,4/20/2020,29,evian,evian,2,A,30,535,,,,,,,,,,,,,,50,10921,10935,11156,7501,7950,7317,1.00,7.59E+03,1.10E+04,,,,,,,,,,,,,,,,,,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
filteredevian0.1_203,BF,control,203,bf_.1evian_30,Apr2020,4/22/20,30,filteredevian0.1,filteredevian0.1,2,A,,,,,,,,70,,,,,,,,,1,1,1,17,24,3,1,,,,,1,1,1,1,17,24,3,140,1.50E+03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
filteredtap0.2_203,BF,control,203,bf_.2tap_30,Apr2020,4/22/20,30,filteredtap0.2,filteredtap0.2,2,A,,,,,,,,70,,,,,,,,,53,,,27,,,1,,,,,1,53,,,27,,,7420,3.78E+03,6116,6244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MQ_203,AR,MQ,203.00,AR_MQ_30,Apr2020,4/20/2020,29,MQ,MQ,2,A,30,535,,,,,,,,,,,,,,50,8,,,2,,,1.00,2.00E+00,8.00E+00,,,,,,,,,,,,,,,,,,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tap_203,AR,tap,203.00,AR_tap_30,Apr2020,4/20/2020,29,tap,tap,2,A,30,535,,,,,,,,8.93,86.19,8.65,22,1.07,0.06,50,4.18E+02,3.74E+02,4.89E+02,8.10E+01,7.70E+01,8.20E+01,1.00,8.00E+01,4.27E+02,,,,,,,,,,,,8452,8465,8403,,0.387388216,8440,0.001492168,9561,9557,10149,9755.666667,,,0.00175248,-0.000260311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
